,TRAIN_MSE,DEV_MSE,TEST_MSE,TRAIN_MAE,DEV_MAE,TEST_MAE
214,9.052653312683104,11.564774513244627,54.0754280090332,2.5569355487823486,3.030994415283203,6.986712455749513
215,9.05311679840088,11.306856155395508,54.14009475708008,2.56152081489563,2.996642589569092,6.990786075592041
216,9.052755355834961,11.50113010406494,54.1270523071289,2.556887149810791,3.0220732688903813,6.9899659156799325
217,9.052642822265623,11.400362968444824,54.1439208984375,2.5573902130126958,3.0088632106781006,6.991029262542725
218,9.052899360656738,11.559440612792967,54.1317253112793,2.5574047565460205,3.029793262481689,6.99026346206665
219,9.053117752075195,11.68983554840088,54.06855010986328,2.5597686767578125,3.0471417903900133,6.986283779144287
220,9.054587364196776,11.13619899749756,54.15338134765625,2.5695059299468994,2.973714590072632,6.9916276931762695
221,9.052605628967283,11.586087226867676,54.01556396484375,2.5569653511047363,3.0342812538146973,6.982940673828125
222,9.052604675292967,11.568358421325685,54.02619171142578,2.557051181793213,3.031916618347168,6.98361349105835
223,9.052581787109377,11.700638771057127,53.9818000793457,2.5569939613342285,3.0494627952575684,6.980809688568115
224,9.052577018737793,11.673377990722654,54.0020751953125,2.556987762451172,3.0459022521972656,6.982094764709473
225,9.052573204040527,11.624063491821287,54.05012893676758,2.556957483291626,3.0392346382141118,6.985130310058594
226,9.053108215332033,11.744537353515625,54.04914474487305,2.5600953102111816,3.0544834136962886,6.985068321228027
227,9.052742004394533,11.337507247924805,54.14424514770508,2.5591611862182617,3.0007195472717285,6.991061210632324
228,9.053108215332033,11.705400466918945,54.07625198364258,2.5601916313171387,3.049328327178955,6.986780643463135
229,9.052604675292967,11.512730598449707,54.09341430664063,2.5577309131622314,3.0245895385742188,6.9878644943237305
230,9.052809715270996,11.371370315551758,54.1485595703125,2.559758186340332,3.0055670738220215,6.991336822509768
231,9.052831649780273,11.533306121826172,54.16419219970703,2.557194232940674,3.0264346599578857,6.992318630218506
232,9.052599906921387,11.421506881713867,54.21044158935547,2.5568435192108154,3.0115151405334486,6.9952239990234375
233,9.052549362182617,11.41082000732422,54.21221160888672,2.5568490028381348,3.0102548599243164,6.9953370094299325
234,9.052577018737793,11.408909797668455,54.20442581176758,2.5576281547546387,3.0104093551635738,6.994850158691406
235,9.05280590057373,11.662973403930664,54.16332244873047,2.5572185516357417,3.044005870819092,6.992269992828369
236,9.052816390991213,11.430750846862793,54.196815490722656,2.559942483901977,3.0138802528381348,6.994374752044678
237,9.053102493286133,11.786825180053713,54.150611877441406,2.560570478439331,3.0601711273193364,6.991473197937013
238,9.052508354187012,11.569753646850586,54.17939376831055,2.5568923950195312,3.032148838043213,6.993283748626709
239,9.053648948669434,11.247892379760742,54.23942947387695,2.564705371856689,2.9892585277557373,6.997049808502197
240,9.052608489990234,11.517675399780273,54.19539260864258,2.558323383331299,3.0255141258239746,6.994290351867676
241,9.053675651550293,11.84601879119873,54.16984939575195,2.565063238143921,3.0676422119140625,6.9926862716674805
242,9.052501678466797,11.783512115478516,54.12404251098633,2.556943655014038,3.0604751110076904,6.989809513092041
243,9.053518295288086,12.135286331176758,54.04560089111328,2.5641005039215092,3.1047959327697754,6.984868049621582
244,9.05278205871582,11.699871063232422,54.11886596679688,2.559676170349121,3.0501742362976074,6.989485740661621
245,9.052530288696287,11.821240425109865,54.13793182373047,2.5569396018981934,3.0652852058410645,6.9906859397888175
246,9.052497863769533,11.666354179382324,54.21299362182617,2.5568861961364746,3.0449347496032715,6.995400428771973
247,9.052679061889648,11.728799819946287,54.2222785949707,2.556877851486206,3.052889585494995,6.9959821701049805
248,9.052961349487305,12.007997512817383,54.1103401184082,2.5596837997436523,3.0889294147491455,6.98895263671875
